tops,bottoms,shoes,accessories
101388973.0,103142777.0,83461152.0,98833267.0
70615198.0,69196965.0,72476381.0,183247600.0
173781740.0,177760584.0,155058299.0,177005001.0
161562183.0,203300777.0,208009091.0,203494834.0
79634647.0,82188432.0,7638320.0,85383706.0
72387683.0,70707650.0,70510278.0,73039099.0
28529929.0,25537346.0,32186937.0,27922434.0
211939151.0,179781809.0,211668163.0,192307384.0
192422395.0,192512365.0,192262975.0,191840468.0
44808133.0,23411964.0,44335380.0,45203997.0
96395404.0,63291339.0,102094072.0,100086257.0
123689277.0,132844148.0,57126230.0,130416682.0
204306656.0,208614677.0,208578912.0,200957081.0
90539482.0,11807257.0,74617028.0,91757323.0
121013151.0,122107371.0,120833293.0,114903858.0
148960501.0,150785961.0,150314613.0,146396539.0
176850008.0,159389753.0,181476687.0,142508522.0
116248539.0,118161417.0,118090894.0,119665541.0
202019310.0,206408059.0,137090835.0,174345920.0
111924684.0,106190814.0,101130751.0,84509816.0
133217288.0,105238068.0,128546016.0,154034415.0
65825651.0,55600625.0,74629944.0,11626281.0
143935411.0,145937917.0,212256572.0,145905619.0
130003966.0,77419881.0,170619898.0,137655205.0
200525340.0,195833773.0,201271887.0,149387660.0
93321280.0,17981295.0,98952446.0,92672726.0
74935517.0,72284318.0,79523323.0,67677743.0
174958652.0,134001976.0,182779102.0,194315277.0
207089967.0,190493430.0,208353600.0,205083057.0
105834582.0,122991852.0,123492526.0,186105538.0
146630286.0,201217897.0,214342614.0,189475577.0
164323557.0,154588377.0,163434455.0,155373266.0
155341593.0,170217535.0,172858195.0,143583675.0
198510292.0,201816880.0,164096251.0,133230718.0
72036000.0,63851228.0,73371698.0,72991832.0
113763838.0,86417490.0,101566467.0,135861438.0
193311789.0,174620120.0,188649362.0,193115075.0
197928101.0,198166376.0,189246204.0,178492296.0
189910816.0,189911658.0,191022771.0,189970490.0
144235134.0,131238675.0,150857508.0,138087303.0
64356094.0,93581362.0,93370908.0,93621985.0
79470852.0,101848082.0,94433975.0,85419931.0
133207006.0,160507275.0,165695322.0,167128312.0
174221843.0,166367995.0,172345590.0,160024228.0
134995465.0,120315557.0,140934789.0,112032106.0
136934174.0,137623969.0,137049519.0,30365669.0
154620720.0,160114457.0,159578848.0,157854661.0
97599712.0,182726323.0,197247575.0,152252212.0
65465697.0,65178566.0,66341011.0,62575443.0
126368965.0,119579271.0,125442761.0,122150463.0
144141257.0,110323700.0,146336978.0,147533249.0
215002635.0,214456855.0,215002844.0,215003074.0
156524362.0,158612480.0,159111284.0,158878614.0
209742048.0,191561515.0,208770167.0,181871709.0
191302449.0,144424087.0,180656633.0,151297840.0
111328688.0,116023975.0,109787112.0,116680709.0
118416005.0,160938418.0,81140759.0,42816751.0
73927763.0,78068230.0,62838809.0,72964733.0
161137633.0,161137662.0,159129225.0,160566969.0
166262792.0,64201502.0,79199977.0,162550857.0
60391255.0,57422134.0,48737106.0,50154427.0
119789235.0,117491592.0,117950952.0,114061967.0
72511527.0,75117518.0,82237381.0,82478692.0
123875508.0,131421735.0,55898843.0,133119576.0
185087452.0,185547611.0,187547820.0,180382472.0
164222396.0,172257524.0,173666054.0,173225877.0
49981989.0,45618665.0,50541291.0,50399731.0
108309595.0,99747865.0,83676192.0,111365925.0
194943670.0,169111577.0,182050443.0,194106443.0
191502087.0,191094151.0,182768377.0,126296252.0
58869165.0,88706819.0,87585108.0,89326457.0
191682097.0,180614068.0,159079539.0,178918657.0
201818472.0,201021913.0,188588493.0,198328680.0
144220155.0,146053488.0,112469739.0,126300011.0
139837780.0,158744773.0,165599086.0,130287828.0
115336727.0,188300414.0,205739404.0,94006902.0
150976406.0,151539200.0,151291298.0,151134221.0
125587171.0,169861546.0,194003190.0,185522161.0
149029800.0,195073138.0,190445907.0,188912158.0
75869950.0,74395536.0,72426764.0,74794445.0
67804678.0,57307634.0,61081009.0,68046319.0
103878467.0,102035093.0,103045536.0,103668310.0
182968306.0,98938389.0,111638017.0,151041876.0
177029438.0,158329834.0,171555440.0,175781577.0
135473141.0,142579077.0,139186304.0,142659992.0
73620680.0,55681893.0,73415932.0,71208209.0
175898854.0,106709346.0,172387807.0,109320323.0
84380220.0,98962385.0,89463571.0,99228420.0
129028319.0,127609356.0,132226719.0,128521943.0
181279346.0,182726658.0,182726743.0,183728331.0
43687603.0,42882713.0,72820074.0,56676391.0
176738669.0,153243406.0,146356864.0,144582606.0
46893949.0,54801018.0,55839255.0,55563124.0
155038943.0,158023278.0,139414626.0,157591508.0
138951685.0,139607111.0,139057092.0,136416035.0
147324014.0,145585027.0,164074035.0,161841328.0
171229090.0,168095167.0,173211527.0,173032897.0
58456754.0,50039925.0,58336081.0,24430703.0
184275677.0,193303758.0,191493447.0,152282443.0
213467372.0,192234069.0,212831419.0,213640358.0
173115215.0,147533890.0,128287182.0,153056599.0
165572276.0,163326270.0,167233298.0,177303230.0
176703742.0,175233791.0,178677391.0,150419467.0
50971043.0,53278314.0,41671733.0,53410026.0
27376241.0,10637677.0,12974871.0,29161569.0
153380307.0,46908188.0,155224377.0,153975953.0
172376112.0,143685402.0,130667307.0,150920608.0
102255964.0,100749444.0,97430253.0,99027756.0
43756355.0,57659820.0,47486707.0,35986236.0
129299238.0,134272278.0,125932185.0,127034965.0
96564338.0,90794918.0,91617389.0,92869331.0
86914942.0,59539794.0,81274837.0,66768390.0
193372554.0,153451094.0,191493447.0,190237907.0
87222357.0,96969954.0,93486624.0,23088268.0
147252593.0,165507399.0,147274878.0,92322353.0
119302755.0,148088285.0,142567313.0,136435762.0
143685527.0,156750552.0,109570980.0,105144259.0
156759692.0,154469787.0,140754805.0,155799399.0
127774582.0,124571566.0,124936984.0,103598333.0
184522629.0,192404903.0,181758295.0,186478159.0
208658781.0,182657717.0,208856053.0,142913691.0
185979135.0,169720157.0,103213292.0,167584154.0
174048777.0,133720049.0,169625720.0,172017889.0
191325313.0,168685690.0,184178562.0,174180965.0
144820764.0,149529791.0,147965177.0,149996703.0
141248159.0,144452859.0,132689890.0,110198506.0
182687794.0,154588377.0,191974171.0,168063857.0
195790110.0,207407461.0,203331304.0,207128355.0
192729182.0,112507486.0,184387950.0,91022274.0
159642828.0,139409858.0,142426144.0,161313656.0
151123310.0,148870531.0,130403769.0,185400655.0
210737190.0,210737929.0,210738657.0,210741382.0
113931113.0,91850397.0,88264804.0,113981765.0
62037471.0,60739860.0,61473911.0,60707879.0
182571264.0,165789995.0,199073995.0,154898052.0
159399943.0,1100610.0,112166105.0,159665941.0
210410238.0,186735642.0,207551253.0,196639372.0
165779803.0,169146269.0,169087990.0,148621849.0
92778425.0,110051945.0,104021362.0,109574314.0
10607625.0,66490837.0,72847508.0,67025895.0
104212515.0,10616556.0,53290660.0,90548294.0
59123186.0,1414434.0,52046092.0,67764321.0
85768114.0,139997784.0,120233208.0,71717081.0
162605687.0,163589276.0,154184077.0,163027695.0
44044344.0,84369456.0,73269955.0,24524957.0
160461923.0,152239935.0,159877469.0,154119154.0
143351305.0,142006967.0,148982264.0,144148454.0
208158815.0,189555418.0,115215877.0,203337029.0
160912020.0,134599721.0,165504395.0,168939950.0
178730767.0,174161016.0,204813635.0,170783462.0
132247830.0,128482721.0,130782347.0,135559882.0
173855564.0,137835526.0,200943274.0,154546907.0
148004464.0,147531864.0,141871273.0,131958611.0
170490062.0,167261262.0,180313293.0,177067782.0
147379417.0,156768765.0,144480693.0,145498643.0
204299276.0,209800416.0,204888551.0,177599185.0
148475980.0,152431538.0,139398347.0,157382715.0
165781566.0,180803841.0,190741662.0,173211863.0
105583368.0,151173851.0,150909412.0,86371042.0
172614747.0,168784311.0,175113309.0,170450656.0
87820426.0,78945373.0,86074470.0,91300964.0
152142750.0,150264737.0,144477603.0,163130874.0
185028495.0,201020544.0,73825152.0,182663222.0
209094238.0,210095718.0,213498767.0,152026328.0
188806883.0,189379643.0,190619267.0,190628638.0
19090605.0,86274833.0,85385503.0,50360035.0
160665493.0,149621267.0,176953234.0,171334386.0
148807915.0,147388627.0,159894825.0,158476899.0
184497247.0,184493883.0,185748668.0,125292987.0
135715111.0,138000032.0,131062511.0,96917986.0
116515181.0,73436178.0,173449302.0,82443714.0
68663001.0,69028503.0,67473151.0,69965928.0
70677968.0,76584575.0,73839728.0,77408384.0
59897312.0,55086692.0,57067617.0,61313571.0
65453504.0,66079634.0,65148519.0,66010705.0
210822767.0,210818291.0,210822952.0,210823618.0
186060103.0,179794844.0,192267126.0,167493692.0
49548520.0,52608965.0,48742711.0,49145586.0
53918695.0,61035332.0,53985095.0,61035623.0
201924980.0,201924964.0,201925185.0,200969712.0
108463789.0,99965006.0,114499269.0,88649526.0
176849310.0,176889029.0,198231332.0,182169191.0
139779313.0,143731761.0,139491085.0,137970989.0
115455101.0,112507486.0,113471330.0,95857401.0
160238806.0,165247132.0,167044661.0,162295780.0
127721259.0,127773726.0,121010033.0,113547578.0
159614701.0,145084090.0,185283322.0,188443501.0
17612528.0,14467880.0,10352796.0,17042491.0
89664259.0,126339906.0,116101311.0,127092842.0
88590694.0,56465393.0,88587127.0,94881876.0
16328696.0,17634573.0,18678214.0,10714728.0
153786151.0,188128810.0,205288165.0,51151186.0
92957110.0,106665814.0,106800463.0,135004589.0
204304239.0,135776579.0,74859425.0,202703038.0
74889131.0,79085195.0,79111333.0,77944673.0
133462579.0,143091811.0,141905868.0,137617523.0
83108637.0,62214711.0,54226204.0,67115226.0
190257384.0,133092860.0,145701804.0,175016462.0
187131738.0,187130668.0,187130167.0,188450548.0
108315200.0,104263346.0,118096370.0,113068404.0
85628055.0,77390673.0,81706080.0,77814443.0
153489143.0,149621936.0,149345315.0,151387269.0
144508125.0,209808122.0,144522076.0,130431983.0
211160844.0,184097498.0,211805680.0,155606837.0
67751921.0,64403231.0,51224844.0,63008211.0
30225919.0,43687538.0,51853302.0,43350294.0
187168823.0,187169022.0,182350449.0,146212552.0
154427075.0,153781669.0,212256572.0,154612753.0
36794448.0,36333502.0,32024033.0,36805028.0
167441412.0,131080548.0,140516687.0,149730125.0
86649670.0,135158918.0,172998035.0,173159881.0
173627446.0,172823869.0,172966334.0,175191129.0
207128172.0,207128524.0,205615810.0,194341338.0
115435619.0,116206613.0,126204134.0,40519463.0
158550986.0,147993323.0,191577969.0,143415574.0
201343033.0,201343153.0,201344547.0,201344830.0
51908748.0,55947075.0,51050361.0,46920884.0
48097514.0,54972851.0,54172945.0,60335815.0
105915059.0,146481074.0,144697073.0,123607973.0
103271903.0,108247122.0,101773427.0,110197175.0
139957735.0,139955172.0,126755860.0,118438233.0
140393304.0,133694331.0,138886538.0,117362082.0
29907834.0,30197162.0,31806675.0,31820314.0
203364867.0,200746122.0,196832804.0,195968209.0
168000094.0,164788335.0,157089912.0,166503287.0
68087653.0,122152836.0,125100459.0,127256702.0
69193718.0,72660408.0,94463887.0,91385240.0
165593865.0,164678463.0,166706901.0,167061989.0
180259330.0,134465911.0,162880753.0,109454325.0
116609569.0,115990071.0,116373492.0,117773965.0
98706996.0,114259418.0,113130959.0,107372174.0
148866605.0,134599721.0,151395794.0,153054589.0
159507199.0,155648554.0,156768780.0,143133964.0
149322945.0,149835216.0,129148060.0,144305888.0
93920852.0,106388024.0,111184801.0,103021105.0
46639281.0,30977703.0,55586588.0,49181417.0
164019564.0,173857139.0,170842717.0,173440296.0
187204366.0,90078163.0,136620397.0,109850730.0
125299894.0,133248045.0,16938960.0,75014273.0
150901056.0,114122099.0,153648427.0,148891516.0
208483884.0,196882685.0,165234596.0,208489174.0
148269668.0,161734689.0,156758886.0,162665168.0
119961849.0,120530912.0,98938697.0,113927046.0
156047935.0,148271942.0,151408625.0,154353510.0
208436020.0,208436454.0,208417546.0,208436202.0
69163955.0,66944616.0,65617164.0,71870258.0
137627029.0,149667655.0,152633480.0,200480356.0
147336647.0,151496092.0,134507820.0,145407333.0
81491794.0,80254576.0,62952480.0,79050457.0
129789955.0,120848289.0,98452025.0,129310110.0
189922676.0,189923024.0,189923420.0,189924734.0
119152304.0,101231043.0,57442821.0,111076022.0
45740703.0,96242129.0,97665727.0,52231772.0
134052696.0,80526594.0,134509173.0,125523687.0
66074986.0,60887870.0,65032628.0,37650904.0
42479782.0,19144932.0,41463542.0,45176252.0
137834956.0,110682405.0,187513059.0,33943929.0
73782746.0,56897652.0,62473471.0,67024970.0
181249774.0,180509630.0,195301515.0,188444484.0
158081758.0,167007081.0,162201642.0,134333419.0
145420361.0,148482739.0,149709010.0,152778830.0
136814847.0,115202141.0,121648421.0,70326811.0
143847358.0,140369478.0,138541029.0,146696008.0
145868667.0,149862260.0,145599750.0,117796962.0
191638210.0,192034917.0,193372962.0,182911771.0
116181137.0,129605936.0,106999866.0,124508209.0
138469554.0,59321555.0,127683736.0,142989366.0
130664179.0,123780402.0,107193923.0,128979920.0
213245739.0,213246003.0,213247950.0,213248787.0
55698132.0,59571223.0,59888492.0,62057091.0
144828820.0,151855459.0,151840737.0,151392609.0
139345881.0,137704554.0,136291444.0,97019695.0
213737642.0,213398761.0,204655804.0,187989347.0
199515911.0,212060622.0,210450897.0,183902746.0
32448060.0,136107006.0,137575876.0,167161374.0
151677956.0,147518164.0,128505606.0,154345281.0
164292640.0,159866876.0,158492623.0,155735053.0
127143718.0,133945194.0,127728952.0,134102653.0
165032008.0,163584031.0,142661647.0,135689422.0
61445050.0,54758140.0,61098000.0,61278865.0
120693160.0,147324479.0,119223818.0,110950719.0
55548925.0,115533927.0,115767297.0,112979228.0
93267141.0,92341043.0,88665753.0,89623261.0
161856455.0,171801147.0,169912466.0,164314657.0
89105853.0,72714813.0,74091846.0,70628806.0
174891146.0,174665325.0,165698668.0,155559275.0
206074027.0,168663864.0,163599273.0,173584901.0
143847473.0,142457375.0,176811299.0,145476164.0
128042818.0,170747558.0,118049008.0,146004234.0
57407199.0,33544667.0,51932653.0,46013062.0
166279866.0,191527730.0,144472637.0,175847142.0
97367815.0,84312340.0,75704737.0,93932805.0
81245318.0,115198314.0,115215684.0,112441240.0
48711511.0,53205112.0,67487550.0,48308330.0
110742114.0,110294495.0,125098151.0,118695809.0
116873725.0,117506996.0,149643218.0,214798090.0
152122212.0,153776862.0,152204070.0,147782697.0
68263231.0,42561244.0,70387648.0,67719497.0
91401700.0,106691724.0,111219336.0,108217316.0
86277087.0,60842554.0,76369191.0,79666493.0
82542180.0,76539174.0,65203580.0,81633988.0
162356259.0,165947663.0,164184822.0,166787521.0
60621934.0,55108013.0,59993119.0,60085141.0
127548159.0,121230227.0,106209325.0,136596975.0
208142277.0,189701908.0,196730479.0,210982544.0
147800680.0,146052965.0,146360546.0,145077894.0
43311450.0,57178827.0,27430167.0,32972748.0
116152174.0,132316345.0,132072123.0,132092603.0
58863878.0,86697073.0,111261752.0,209204135.0
163787652.0,185752769.0,177517091.0,193729969.0
134855021.0,122080459.0,134021529.0,127682307.0
107114098.0,144353468.0,144330240.0,144330220.0
119515636.0,173439148.0,155339146.0,68115224.0
192611125.0,186080116.0,191287436.0,192611577.0
119895879.0,102066940.0,121604628.0,98119535.0
33169418.0,162208241.0,178086628.0,180606893.0
99833967.0,91354014.0,118572735.0,115021589.0
164974972.0,154243909.0,160559989.0,166287513.0
193275510.0,131083061.0,179871142.0,198212831.0
188388850.0,147541742.0,182537173.0,189932460.0
128333746.0,119821752.0,141192594.0,111733083.0
146484081.0,154710267.0,152555737.0,152282443.0
174033843.0,122467336.0,157752214.0,175374916.0
139257703.0,154588377.0,155318109.0,144213191.0
113167947.0,118525581.0,119559403.0,119756846.0
140532847.0,145297611.0,146845946.0,144569149.0
159586900.0,163810076.0,184693526.0,156384405.0
158864245.0,129325875.0,172162549.0,181060204.0
141304103.0,139557584.0,139627365.0,135749564.0
86085958.0,76392183.0,83995528.0,83786683.0
157028294.0,118002908.0,111874605.0,119524726.0
169535656.0,173145332.0,173570492.0,169256118.0
76724420.0,124231424.0,54564805.0,78062920.0
22168468.0,35313551.0,33734504.0,35638460.0
119962047.0,119737714.0,74617016.0,120019743.0
187921660.0,189087727.0,189088897.0,181953064.0
6558150.0,8879798.0,18796407.0,18953732.0
154515252.0,154241341.0,153170090.0,151165872.0
63909317.0,61505590.0,61426980.0,53518970.0
125363277.0,117550905.0,108422106.0,151937589.0
117971726.0,150962091.0,149668512.0,145279778.0
27329887.0,27134193.0,32288484.0,18871594.0
165648570.0,205802267.0,173697955.0,184639387.0
128754043.0,136705029.0,179900786.0,178047164.0
74911926.0,106766799.0,105150091.0,63598560.0
78882435.0,80059770.0,139419678.0,61831358.0
15128648.0,10478365.0,14852197.0,14422995.0
62994708.0,46301278.0,65713924.0,57781942.0
51793289.0,22873522.0,19551361.0,29634888.0
182412934.0,180984075.0,180428174.0,182415615.0
115616931.0,120676807.0,121009313.0,115389672.0
24103828.0,26167116.0,26859912.0,20457195.0
5532876.0,179312216.0,165798625.0,174566684.0
26750543.0,35381204.0,50315090.0,47486806.0
20679612.0,132203207.0,157842309.0,113308838.0
197388359.0,199638790.0,182333441.0,202324268.0
152973535.0,151173851.0,161016697.0,137682896.0
57332594.0,65084242.0,57898190.0,64181476.0
100063158.0,145992901.0,144853841.0,176459955.0
148702150.0,133312547.0,126897696.0,146135786.0
83056260.0,208607225.0,207919177.0,202025122.0
146950425.0,148934133.0,151927816.0,156199629.0
144659428.0,167762423.0,157723146.0,161115465.0
166583700.0,163787033.0,179517186.0,178097637.0
204077930.0,203524086.0,201690955.0,194771243.0
72818655.0,50007948.0,73936328.0,56062285.0
116477436.0,113858124.0,103901473.0,104720448.0
57050879.0,62009779.0,68672756.0,69092542.0
36007183.0,7465275.0,52797285.0,53933490.0
135372716.0,136170386.0,135539459.0,137685471.0
133522020.0,120106248.0,149143476.0,148795987.0
157436211.0,163102123.0,125908093.0,127422260.0
156478318.0,160050886.0,167058463.0,149908693.0
140462846.0,135101187.0,124629069.0,142240317.0
92243723.0,89084277.0,100751622.0,101350056.0
133248324.0,110099931.0,131812997.0,113452248.0
198054351.0,198054534.0,198054821.0,181701698.0
60701127.0,72221787.0,57044765.0,20308665.0
44543415.0,36322175.0,51085425.0,60124479.0
52704369.0,50116972.0,56935126.0,30173065.0
51920618.0,80244852.0,81380692.0,59967159.0
95743320.0,133267189.0,148057724.0,144721036.0
131020585.0,142585499.0,152173910.0,154152774.0
154932666.0,24583877.0,116804829.0,152127628.0
53881309.0,54050318.0,51721962.0,57201143.0
203332626.0,203029069.0,203532593.0,203532243.0
94752555.0,100869852.0,94017229.0,98727202.0
83057341.0,82544511.0,83056790.0,82105748.0
117503256.0,118002236.0,116820479.0,61171387.0
213043802.0,213043781.0,212602890.0,213044125.0
143189788.0,142693946.0,148409806.0,144943585.0
83563717.0,103582060.0,100503293.0,108294591.0
120400962.0,192169702.0,182438608.0,194537235.0
139241755.0,136477038.0,144143286.0,131586141.0
151034236.0,141913582.0,134309541.0,154152774.0
53203613.0,56833164.0,56028344.0,56033518.0
177185167.0,177185229.0,174738977.0,174518568.0
28082265.0,31802699.0,38295667.0,34306206.0
201814513.0,194805178.0,132566768.0,202169422.0
203150461.0,205129204.0,191376944.0,164462485.0
137628128.0,137908533.0,141371013.0,141862261.0
183347943.0,183744483.0,91165401.0,176461236.0
71331111.0,85699235.0,61979322.0,83817612.0
179716556.0,207928597.0,203670549.0,197596291.0
119802677.0,108090427.0,130831554.0,130159377.0
165781745.0,156320548.0,126958423.0,143846190.0
84043183.0,84696215.0,86692900.0,85880294.0
192397226.0,146869198.0,145611250.0,151069758.0
206291309.0,144840304.0,206507798.0,206133696.0
110606100.0,112889191.0,114144687.0,113744993.0
61836483.0,62585141.0,64744214.0,63916792.0
189267287.0,185593161.0,185606929.0,192057548.0
146853926.0,121825328.0,145882283.0,148093509.0
107159303.0,103915129.0,107714851.0,101309232.0
203524326.0,95609113.0,203487348.0,201682660.0
198426867.0,201020544.0,16444189.0,201296105.0
84754893.0,85110034.0,83794711.0,78978627.0
95257423.0,148188734.0,149414957.0,153328863.0
151883734.0,184097498.0,172105201.0,179895620.0
56483780.0,51166959.0,58737494.0,51166926.0
120699858.0,110197113.0,116237764.0,120387451.0
142461763.0,110067609.0,26777725.0,128648093.0
167465754.0,153457306.0,167069496.0,153258626.0
213557650.0,214507915.0,214515160.0,211201752.0
214346173.0,215468239.0,214698863.0,211306464.0
47486624.0,64412077.0,49486754.0,48413675.0
48552883.0,365569.0,26984682.0,4206245.0
10836515.0,25142086.0,26288526.0,11265905.0
139024529.0,143700239.0,143447308.0,142027925.0
106176889.0,98169744.0,107745167.0,104855760.0
117582554.0,124785458.0,130028352.0,124833153.0
133368068.0,134849827.0,132673663.0,132515163.0
172853602.0,192576624.0,192576430.0,189727348.0
138537231.0,79385129.0,118027860.0,83810198.0
160096012.0,168588014.0,160026441.0,134636456.0
195526932.0,183871654.0,203643471.0,206696382.0
74153161.0,73488696.0,49613803.0,74559330.0
95842604.0,95842953.0,89377168.0,76761600.0
134855021.0,139781404.0,129902076.0,163735683.0
159562058.0,154940272.0,140051648.0,125613616.0
152552672.0,164252891.0,183193947.0,182450870.0
150144219.0,155889474.0,146962695.0,165491630.0
90200881.0,112047696.0,76469760.0,111611617.0
62654867.0,24964113.0,26157809.0,55855987.0
55824214.0,56585577.0,64276872.0,64791096.0
46078329.0,45339215.0,30139794.0,40048172.0
113046651.0,107215471.0,111471139.0,112831487.0
159578332.0,146800354.0,71491553.0,156442595.0
44082514.0,44429693.0,25261272.0,41956938.0
69366514.0,69367146.0,69366762.0,69368011.0
182455590.0,188929448.0,188733787.0,179823894.0
72740223.0,102103939.0,102403468.0,108167158.0
63055453.0,41389835.0,59118306.0,62432446.0
195990282.0,195192536.0,194374093.0,185922509.0
194651409.0,191319565.0,194244577.0,194189233.0
157015485.0,157015466.0,137783132.0,159324699.0
203340973.0,205678547.0,207860646.0,193329571.0
151157278.0,147016771.0,151976002.0,149715107.0
153558830.0,149311724.0,150768452.0,154696784.0
149823159.0,156960255.0,157034330.0,157057620.0
116946966.0,39734955.0,104156740.0,104173163.0
124253116.0,124253132.0,101755339.0,117393836.0
95373991.0,89623529.0,67021528.0,96546045.0
140960729.0,103135731.0,166291959.0,152012529.0
205363381.0,210247976.0,203456171.0,206991249.0
137567098.0,134599721.0,143831260.0,121165832.0
138007654.0,132993598.0,135710265.0,141211754.0
190491052.0,196863170.0,190094198.0,45166061.0
75117451.0,27624414.0,74065526.0,75218517.0
73431517.0,66092503.0,65126612.0,58520503.0
148995162.0,146539128.0,148640348.0,139337896.0
75581781.0,60224109.0,77941042.0,74720598.0
164614016.0,167974281.0,142607225.0,200237743.0
72988165.0,78256000.0,78807236.0,62023014.0
113174283.0,119932622.0,120413468.0,120952254.0
147414698.0,137646095.0,156521725.0,151365933.0
135755245.0,134599721.0,144136228.0,150714895.0
145936340.0,150151001.0,131629489.0,141620662.0
207335138.0,207033335.0,207130556.0,171200199.0
55005532.0,57805737.0,55839255.0,49587711.0
7295047.0,81421687.0,25663704.0,95611044.0
135755245.0,133691284.0,131572390.0,201383968.0
168594325.0,165825398.0,168779274.0,138570882.0
168902360.0,164937635.0,167030946.0,173136586.0
140407454.0,146832816.0,139429078.0,117306173.0
213340790.0,213910952.0,167116086.0,194626140.0
147964279.0,150265225.0,149168353.0,148791903.0
92278067.0,112578303.0,103049924.0,91504061.0
138537231.0,144507523.0,147924098.0,144305873.0
180648603.0,178864154.0,177383256.0,180652930.0
25171417.0,18360975.0,22557132.0,25089407.0
129706441.0,146627812.0,154907794.0,154907867.0
166321960.0,172909732.0,173659613.0,173556262.0
163238484.0,159723013.0,164502679.0,161617526.0
144967512.0,147808255.0,138361155.0,112363165.0
98204292.0,91815559.0,100086496.0,101316149.0
203644375.0,156931169.0,173407467.0,173465237.0
143693820.0,23411964.0,212256572.0,148316553.0
146649666.0,138608998.0,143211455.0,143702653.0
120454370.0,45610515.0,126646840.0,123097803.0
108857270.0,115144591.0,100453266.0,99651297.0
112030151.0,110579548.0,121257283.0,95725553.0
185239740.0,201538648.0,201999245.0,71934837.0
200378151.0,213402433.0,204237929.0,160001188.0
152605313.0,151640781.0,154937494.0,114117752.0
154869972.0,143680083.0,109641614.0,177675185.0
57918957.0,58877964.0,57385271.0,57957719.0
98170080.0,99094876.0,98852580.0,96759034.0
102986682.0,131292367.0,138175177.0,48673072.0
183349378.0,179805032.0,173813681.0,158152383.0
134319126.0,122752451.0,103416622.0,133917494.0
203013479.0,207117715.0,201581854.0,210049271.0
145817544.0,145425449.0,144012069.0,145779083.0
137627029.0,140206019.0,96454177.0,105144259.0
73454853.0,67119154.0,67021173.0,73174190.0
144545526.0,149262888.0,167211462.0,165495199.0
154588516.0,155035602.0,144423913.0,152180375.0
161608596.0,162318743.0,160539057.0,120090077.0
55327199.0,51591334.0,37705473.0,33831671.0
146739048.0,145016479.0,138047972.0,147223868.0
162271136.0,158335389.0,156333522.0,158685722.0
11986137.0,11911735.0,10948423.0,8676484.0
199731489.0,205473164.0,207194894.0,203685400.0
143876266.0,171821238.0,136576031.0,147395049.0
118617737.0,120134428.0,113925063.0,105580429.0
36502224.0,36709069.0,35347393.0,30632944.0
140500169.0,151167027.0,156890802.0,140500093.0
44306251.0,41595014.0,20892183.0,45781842.0
203647684.0,187887801.0,205101441.0,125368696.0
62823199.0,67940406.0,63180973.0,62765129.0
198164201.0,195111470.0,187445551.0,125770129.0
73125640.0,86273689.0,102228484.0,97699076.0
193529648.0,192970032.0,193330490.0,193567737.0
137656598.0,141111748.0,137907918.0,141262525.0
73371512.0,74931436.0,192238778.0,70607335.0
145004784.0,145003520.0,149294296.0,147947783.0
214799800.0,214461811.0,205800551.0,165940681.0
154017689.0,154734465.0,150504817.0,150980178.0
179267227.0,101010392.0,142550589.0,119088620.0
149212981.0,149212232.0,149041352.0,147981061.0
139357525.0,137227515.0,129112756.0,129794244.0
196153385.0,204718883.0,203390771.0,205388021.0
109143778.0,138419725.0,127948698.0,140759063.0
124588904.0,120905037.0,103008443.0,64014717.0
171053193.0,172513274.0,171722133.0,150901626.0
162835129.0,154445254.0,126662251.0,153723208.0
148066669.0,149181274.0,141911082.0,141601011.0
87222630.0,92064259.0,86484470.0,90582529.0
194645669.0,191302837.0,194081636.0,200965638.0
147283702.0,170214571.0,127407533.0,125102566.0
63595993.0,122547234.0,122571933.0,113088481.0
156884365.0,132566447.0,146988920.0,156884683.0
184543599.0,184598587.0,183174851.0,148073871.0
157587280.0,165110910.0,146919775.0,165645580.0
121570586.0,112242030.0,113458943.0,112705367.0
88961844.0,166507678.0,104661030.0,170993106.0
89437584.0,86370600.0,83057279.0,90860506.0
106512297.0,155440448.0,45919230.0,105126519.0
206545059.0,192129565.0,194154931.0,193823083.0
150072549.0,148600298.0,150185075.0,120027170.0
148288389.0,147958046.0,143154377.0,147840268.0
156818922.0,147836343.0,126487724.0,146881599.0
75384771.0,61367009.0,78347549.0,60045544.0
191343146.0,190801004.0,186814527.0,190317556.0
148028703.0,127675510.0,143831260.0,148927445.0
110315446.0,149586953.0,155950947.0,109909891.0
185390407.0,184347554.0,189472754.0,190512575.0
134446108.0,163590033.0,163735549.0,124273952.0
131405499.0,129577183.0,131992350.0,130605260.0
76182410.0,75651392.0,77224281.0,75946139.0
23745716.0,22668350.0,20488883.0,23278546.0
171255261.0,114588845.0,183388690.0,181336704.0
200887315.0,187418831.0,203337028.0,203597419.0
163028721.0,161677147.0,180839192.0,143686140.0
39586577.0,39771164.0,27368340.0,12623126.0
133741820.0,155626949.0,41230426.0,150595089.0
102530461.0,102750518.0,88271885.0,77678538.0
100939516.0,88386762.0,98797364.0,96461308.0
211406023.0,195492295.0,213643554.0,211259876.0
140598880.0,136119381.0,124953913.0,130882847.0
204257147.0,204171229.0,202973654.0,204645882.0
62422489.0,52746400.0,62574881.0,61128649.0
